organization_id,organization,balance_audit_type,balance_type,balance_version,submission_date,issue_date,valid_until_date,balance_score,documents
40970.0,b.it GmbH,Audit,M4.0,Standard,25-10-2012,30-12-2011,30-12-2013,516.0,Report+Attestation
40970.0,b.it GmbH,Audit,M4.1,Standard,07-03-2013,30-06-2013,30-06-2015,497.0,Report+Attestation
40970.0,b.it GmbH,Audit,M4.1,Standard,31-03-2016,30-06-2016,30-06-2018,716.0,Report+Attestation
40974.0,ETTL-SOFTWARE GMBH,Audit,M4.0,Standard,21-11-2011,30-12-2011,30-12-2013,595.0,Report+Attestation
40976.0,Tut-All Software GmbH,Audit,M4.1,Standard,13-04-2013,30-06-2013,30-06-2015,461.0,Report+Attestation
40981.0,ADAMAH BioHof G. Zoubek Vertriebs KG,Audit,M4.1,Standard,30-03-2016,30-06-2016,30-06-2018,556.0,Report+Attestation
40983.0,Bioland e.V.,Audit,M4.1,Standard,31-08-2015,30-11-2015,30-11-2017,488.0,Report+Attestation
40985.0,Bioland Gärtnerei am Hainerbach Harro Colshorn,Audit,M4.0,Standard,30-12-2012,30-12-2012,30-12-2014,601.0,Report+Attestation
40988.0,Bioland Lammertzhof – Fam. Hannen GbR,Audit,M4.1,Standard,26-10-2015,31-12-2015,31-12-2017,654.0,Report+Attestation
40994.0,"Der Service Gaertner Gärtnermeister, Reinhard Sperr",Audit,M4.1,Standard,21-01-2015,31-12-2015,31-12-2017,410.0,Report+Attestation
40996.0,Margit  und Josef Mayr-Lamm,Audit,M4.0,Standard,28-09-2011,28-09-2011,28-09-2013,598.0,Report+Attestation
41022.0,Entwicklung Gemeinwohl Kunst,Audit,M5.0,Compact,15-07-2021,31-01-2022,31-01-2024,385.0,Report+Attestation
41039.0,GartenLeben GmbH,Audit,M4.1,Standard,31-12-2013,31-12-2013,31-12-2015,589.0,Report+Attestation
41043.0,Bioland Gärtnerei Hecker,Audit,M4.0,Standard,30-12-2012,31-12-2012,31-12-2014,430.0,Report+Attestation
41043.0,Bioland Gärtnerei Hecker,Audit,M4.1,Standard,31-12-2013,31-12-2013,31-12-2015,502.0,Report+Attestation
41057.0,SEKEM Holding for Investment S.A.E. 3,Audit,M4.0,Standard,02-10-2011,31-12-2011,31-12-2013,632.0,Report+Attestation
41064.0,Business School Lausanne,Audit,M4.1,Standard,29-04-2014,31-10-2014,31-10-2016,461.0,Report+Attestation
41070.0,Hochschule Bremen,Audit,M4.1,Standard,12-08-2014,30-11-2014,30-11-2016,448.0,Report+Attestation
41075.0,Waldkindergarten St. Andrä,Audit,M4.1,Standard,28-02-2013,30-06-2013,30-06-2015,774.0,Report+Attestation
14878.0,Waldorfschulverein Wetterau e.V.,Audit,M5.0,Full,15-02-2018,30-05-2018,30-05-2020,632.0,Report+Attestation
41078.0,Dr. Hingerl & Partner,Audit,M4.1,Standard,31-05-2016,31-08-2015,31-08-2017,436.0,Report+Attestation
41207.0,Kirchner Konstruktionen GmbH,Audit,M4.1,Standard,15-02-2013,30-06-2013,30-06-2015,247.0,Report+Attestation
41207.0,Kirchner Konstruktionen GmbH,Audit,M4.1,Standard,30-03-2014,26-04-2014,26-04-2016,272.0,Report+Attestation
41207.0,Kirchner Konstruktionen GmbH,Audit,M4.1,Standard,30-08-2018,31-10-2016,31-10-2018,312.0,Report+Attestation
41212.0,Weltweitwandern GmbH,Audit,M4.1,Standard,30-12-2013,30-12-2013,30-12-2015,425.0,Report+Attestation
41216.0,The Camphill School,Audit,M4.1,Standard,03-06-2015,30-07-2015,30-07-2017,552.0,Report
14917.0,Vaude,Audit,M4.1,Standard,30-11-2012,28-02-2013,28-02-2015,480.0,Report+Attestation
41902.0,Oliver Tunnat,Audit,M5.0,Compact,24-07-2021,30-11-2021,30-11-2023,439.0,Report+Attestation
14901.0,Fohlenhof Astner,Audit,M5.0,Compact,13-08-2021,31-10-2021,31-10-2023,463.0,Report+Attestation
14955.0,n.e.s.t. Bauprojektierung und Vermietung AG,Audit,M5.0,Full,26-08-2021,30-11-2021,30-11-2023,541.0,Report+Attestation
44720.0,Corona Bürotechnik GmbH,Audit,M4.1,Standard,30-08-2021,30-06-2021,30-06-2023,510.0,Attestation
44939.0,satis&fy AG,Audit,M4.1,Standard,31-03-2014,06-05-2014,06-05-2016,247.0,Report+Attestation
44998.0,oceanBASIS GmbH,Audit,M5.0,Compact,01-09-2021,31-01-2022,31-01-2024,432.0,Report+Attestation
45011.0,Gemeinschaft zur Förderung und Vernetzung der freien Künste Bochums e.V.,Audit,M5.0,Compact,01-09-2021,30-11-2021,30-11-2023,425.0,Report+Attestation
45149.0,CRM – Coastal Research & Management,Audit,M5.0,Compact,03-09-2021,31-01-2022,31-01-2024,394.0,Report+Attestation
46802.0,e-fect dialog evaluation consulting eG,Audit,M5.0,Full,14-09-2021,31-01-2022,31-01-2024,556.0,Report+Attestation
47041.0,Thomas Uloth Unternehmensberatung,Audit,M5.0,Compact,18-09-2021,31-12-2021,31-12-2023,271.0,Report+Attestation
47495.0,Flores Farm GmbH,Audit,M5.0,Compact,23-09-2021,29-02-2022,29-02-2024,585.0,Report+Attestation
47819.0,Spielzeugmuseum,Audit,M5.0,Compact,27-09-2021,31-10-2021,31-10-2023,331.0,Report+Attestation
48061.0,Wildbad Rothenburg Evgl. Tagungsstätte KdöR,Audit,M5.0,Compact,29-09-2021,29-02-2022,29-02-2024,500.0,Report+Attestation
14676.0,Oekofrost,Audit,M5.0,Full,01-10-2021,29-02-2022,29-02-2024,718.0,Report+Attestation
14869.0,Schäfer Installationen,Audit,M5.0,Compact,06-10-2021,31-03-2022,31-03-2024,512.0,Report+Attestation
14788.0,Lilly Deutschland GmbH,Audit,M5.0,Full,18-10-2021,31-12-2021,31-12-2023,371.0,Report+Attestation
14812.0,Hans Stockmar GmbH & Co.KG,Audit,M5.0,Full,19-10-2021,31-01-2022,31-01-2024,560.0,Report+Attestation
14900.0,Der Fährmann Bestattung und Trauerrituale Bernhard Schöpfer OG,Audit,M5.0,Compact,19-10-2021,31-01-2022,31-01-2024,410.0,Report+Attestation
14766.0,"cibaria GmbH, ökologisch-biologische Vollkornbäckerei",Audit,M5.0,Full,20-10-2021,30-04-2022,30-04-2024,639.0,Report+Attestation
50170.0,ECB-Beratung GmbH,Audit,M5.0,Full,22-10-2021,30-04-2022,30-04-2024,179.0,Report+Attestation
14796.0,INFO GmbH,Audit,M5.0,Compact,25-10-2021,31-12-2021,31-12-2023,493.0,Report+Attestation
51046.0,Hoffnungszeichen | Sign of Hope e.V.,Audit,M5.0,Compact,28-10-2021,30-04-2022,30-04-2024,557.0,Report+Attestation
51855.0,Liot Kunststofftechnik,Audit,M5.0,Compact,05-11-2021,31-12-2021,31-12-2023,284.0,Report+Attestation
14744.0,Dornbirner Sparkasse Bank AG,Audit,M5.0,Full,09-11-2021,31-05-2022,31-05-2024,484.0,Report+Attestation
51855.0,Liot Kunststofftechnik,Audit,M5.0,Compact,10-05-2020,31-10-2018,31-10-2020,215.0,Report+Attestation
52579.0,Die Bremer Stadtreinigung,Audit,M5.0,Full,12-11-2021,30-04-2022,30-04-2024,358.0,Report+Attestation
52862.0,Havelmi eG,Audit,M5.0,Compact,15-11-2021,31-03-2022,31-03-2024,438.0,Report+Attestation
14749.0,ver.de für nachhaltige Entwicklung e.G.,Audit,M5.0,Compact,17-11-2021,31-03-2022,31-03-2024,597.0,Report+Attestation
53621.0,Sport Wolf,Audit,M5.0,Full,22-11-2021,31-03-2022,31-03-2024,274.0,Report+Attestation
14909.0,Regionalenergie Osttirol reg. Gen. m.b.H.,Audit,M5.0,Compact,23-11-2021,31-01-2022,31-01-2024,554.0,Report+Attestation
53775.0,DLG – Gemeinnützige Dienstleistungsgesellschaft der Re-gion Weiz G.m.b.H.,Audit,M5.0,Full,24-11-2021,31-03-2022,31-03-2024,391.0,Report+Attestation
54126.0,Gertruden-Hof,Audit,M5.0,Compact,26-11-2021,29-02-2022,29-02-2024,569.0,Report+Attestation
55101.0,mehrWerte Unternehmensentwicklung,Audit,M5.0,Compact,01-12-2021,31-01-2022,31-01-2024,613.0,Report+Attestation
14949.0,OeADWohnraumverwaltungsGmbH,Audit,M5.0,Full,03-12-2021,31-03-2022,31-03-2024,527.0,Report+Attestation
55440.0,Rudolf Eckel Federnfabrik,Audit,M5.0,Compact,03-12-2021,31-03-2022,31-03-2024,216.0,Report+Attestation
55745.0,wobkom GmbH,Audit,M5.0,Full,07-12-2021,29-02-2022,29-02-2024,447.0,Report+Attestation
56171.0,Raidboxes GmbH,Audit,M5.0,Compact,10-12-2021,31-08-2022,31-08-2024,256.0,Report+Attestation
44813.0,Eissalon Franz Leonardelli KG,Audit,M5.0,Compact,15-12-2021,30-04-2022,30-04-2024,367.0,Report+Attestation
14669.0,"Cosyma, EPU",Audit,M5.0,Compact,15-12-2021,31-03-2022,31-03-2024,630.0,Report+Attestation
56881.0,Topp Textil GmbH,Audit,M5.0,Full,16-12-2021,30-06-2022,30-06-2024,342.0,Report+Attestation
57026.0,CariKids gGmbH,Audit,M5.0,Compact,17-12-2021,29-02-2022,29-02-2024,492.0,Report+Attestation
51682.0,HR Pioneers GmbH,Audit,M5.0,Full,22-12-2021,29-02-2022,29-02-2024,289.0,Report+Attestation
58579.0,Aktion Eine Welt e.V.,Audit,M5.0,Compact,29-12-2021,31-03-2022,31-03-2024,569.0,Report+Attestation
59060.0,Claudia Schleicher | Engagement & Change,Audit,M5.0,Full,03-01-2022,29-02-2022,29-02-2024,386.0,Report+Attestation
14701.0,"Stadtwerke München GmbH, Geschäftsbereich Bäder",Audit,M5.0,Full,18-01-2022,31-03-2022,31-03-2024,426.0,Report+Attestation
14723.0,hpkj | heilpädagogisch-psychotherapeutische Kinder- und Jugendhilfe e.V.,Audit,M5.0,Full,21-01-2022,31-07-2022,31-07-2024,542.0,Report+Attestation
61590.0,nowwork GbR,Audit,M5.0,Compact,25-01-2022,30-09-2022,30-09-2024,427.0,Report+Attestation
61662.0,Vollkornbäckerei Barth GmbH,Audit,M5.0,Compact,26-01-2022,30-06-2022,30-06-2024,395.0,Report+Attestation
61933.0,IMPROVE-Bildung mit Zukunft,Audit,M5.0,Compact,27-01-2022,30-04-2022,30-04-2024,245.0,Report+Attestation
62156.0,Gemeinschaftskrankenhaus Havelhöhe,Audit,M5.0,Compact,28-01-2022,31-08-2022,31-08-2024,367.0,Report+Attestation
62168.0,cramer & müller service GmbH & Co. KG / cramer müller & partner consulting PartG,Audit,M5.0,Full,28-01-2022,31-03-2022,31-03-2024,310.0,Report+Attestation
14895.0,BODAN Großhandel für Naturkost GmbH,Audit,M5.0,Full,01-02-2022,30-06-2022,30-06-2024,583.0,Report+Attestation
14805.0,Fahnen-Gärtner GmbH,Audit,M5.0,Full,08-02-2022,31-05-2022,31-05-2024,453.0,Report+Attestation
63662.0,Stiegl-Gut Wildshut GmbH,Audit,M5.0,Compact,08-02-2022,31-08-2022,31-08-2024,403.0,Attestation
64887.0,GreenWebspace  Riedmatten It Solutions e.U.,Audit,M5.0,Compact,17-02-2022,31-05-2022,31-05-2024,445.0,Report+Attestation
14687.0,Sparda-Bank München eG,Audit,M5.0,Full,18-02-2022,30-06-2022,30-06-2024,560.0,Report+Attestation
65212.0,K2 Engineering GmbH,Audit,M5.0,Full,21-02-2022,30-06-2022,30-06-2024,284.0,Report+Attestation
56033.0,Sempact AG,Audit,M5.0,Full,24-02-2022,30-06-2022,30-06-2024,307.0,Report+Attestation
65752.0,Kanzlei Besser Steuerberatungsgesellschaft mbH,Audit,M5.0,Compact,28-02-2022,31-07-2022,31-07-2024,202.0,Report+Attestation
14925.0,Samariterstiftung,Audit,M5.0,Full,01-03-2022,30-09-2022,30-09-2024,575.0,Report+Attestation
66816.0,Urpunkt,Audit,M5.0,Compact,09-03-2022,31-03-2022,31-03-2024,236.0,Report+Attestation
14837.0,Gertec GmbH Ingenieurgesellschaft,Audit,M5.0,Compact,11-03-2022,30-09-2022,30-09-2024,375.0,Report+Attestation
67207.0,Atelier Marianna,Audit,M5.0,Compact,10-03-2022,31-05-2022,31-05-2024,497.0,Report+Attestation
14955.0,n.e.s.t. Bauprojektierung und Vermietung AG,Audit,M5.0,Full,16-03-2022,30-04-2022,30-04-2024,580.0,Report+Attestation
68060.0,Netzwerk Geburt und Familie e.V.,Audit,M5.0,Full,23-03-2022,31-07-2022,31-07-2024,606.0,Report+Attestation
68219.0,Regionaldirektion Martin Bantle e.K.,Audit,M5.0,Compact,24-03-2022,30-06-2022,30-06-2024,417.0,Report+Attestation
68530.0,TAOASIS GmbH Natur Duft Manufaktur,Audit,M5.0,Full,28-03-2022,31-10-2022,31-10-2024,456.0,Report+Attestation
72205.0,P1 Consulting GmbH,Audit,M5.0,Full,07-04-2022,31-01-2023,31-01-2025,228.0,Attestation
73439.0,Caritasverband für den Landkreis Emmendingen e.V.,Audit,M5.0,Compact,19-04-2022,30-09-2022,30-09-2024,355.0,Report+Attestation
14895.0,Bodan,Audit,M4.1,Standard,20-04-2022,30-09-2015,30-09-2017,496.0,Report+Attestation
14895.0,Bodan,Audit,M3.0,Standard,20-04-2022,30-09-2010,30-09-2012,,Report
14895.0,Bodan,Audit,M4.0,Standard,20-04-2022,30-04-2012,30-04-2014,,Report
73570.0,SCHELP MEDIATION,Audit,M5.0,Compact,20-04-2022,30-06-2022,30-06-2024,602.0,Report+Attestation
73618.0,HeimatERBE GmbH,Audit,M5.0,Full,21-04-2022,30-09-2022,30-09-2024,406.0,Report+Attestation
74013.0,Müller & Mooseder Unternehmensberatung,Audit,M5.0,Compact,25-04-2022,30-11-2022,30-11-2024,200.0,Report+Attestation
74298.0,Unternehmensberatung Hagmann,Audit,M5.0,Compact,27-04-2022,31-03-2023,31-03-2025,449.0,Report+Attestation
14678.0,Ökoring Handels GmbH,Audit,M5.0,Full,04-05-2022,30-09-2022,30-09-2024,578.0,Report+Attestation
75496.0,Diakonie Düsseldorf e.V.,Audit,M5.0,Full,09-05-2022,31-12-2022,31-12-2024,333.0,Report+Attestation
75629.0,mondo buchhandlung,Audit,M5.0,Full,10-05-2022,30-11-2022,30-11-2024,348.0,Report+Attestation
14870.0,SES Stadtentwässerung Stuttgart,Audit,M5.0,Full,11-05-2022,31-08-2022,31-08-2024,504.0,Attestation
77444.0,Stadtreinigung Hamburg,Audit,M5.0,Full,30-05-2022,30-11-2022,30-11-2024,529.0,Report+Attestation
25351.0,tetrateam OHG,Audit,M5.0,Full,01-06-2022,31-12-2022,31-12-2024,677.0,Report+Attestation
77849.0,"Stadtwerke München GmbH, Wasserkraft",Audit,M5.0,Full,02-06-2022,30-09-2022,30-09-2024,430.0,Report+Attestation
78247.0,stg – Die MitarbeiterBerater GmbH,Audit,M5.0,Full,07-06-2022,31-10-2022,31-10-2024,278.0,Report+Attestation
78324.0,JanKoTec – Zukunft. Nachhaltig. Gestalten.,Audit,M5.0,Compact,08-06-2022,30-09-2022,30-09-2024,357.0,Report+Attestation
14773.0,Gesellschaft für angewandte Kommunalforschung mbH,Audit,M5.0,Full,08-06-2022,31-08-2022,31-08-2024,569.0,Report+Attestation
78364.0,Gregor Meister,Audit,M5.0,Compact,08-06-2022,31-08-2022,31-08-2024,422.0,Report+Attestation
78957.0,GEMEINHARDT SERVICE GmbH,Audit,M5.0,Full,14-06-2022,31-12-2022,31-12-2024,375.0,Report+Attestation
79094.0,Lebuco e.U.,Audit,M5.0,Compact,16-06-2022,31-03-2023,31-03-2025,355.0,Report+Attestation
79534.0,playfulmind GmbH,Audit,M5.0,Compact,18-06-2022,30-11-2022,30-11-2024,153.0,Report+Attestation
79708.0,"Neumarkter Lammsbräu, Gebr. Ehrnsperger KG",Audit,M5.0,Full,20-06-2022,30-09-2022,30-09-2024,577.0,Report+Attestation
36903.0,Gugler GmbH,Audit,M5.0,Compact,20-06-2022,31-08-2022,31-08-2024,531.0,Report+Attestation
80325.0,Kenneth Alexander Grodotzki,Audit,M5.0,Full,20-06-2022,30-09-2022,30-09-2024,278.0,Attestation
81881.0,Sportvereinigung Feuerbach 1883 e.V.,Audit,M5.0,Compact,29-06-2022,30-09-2022,30-09-2024,238.0,Report+Attestation
82244.0,Raiffeisenbank Region St. Pölten eGen,Audit,M5.0,Compact,30-06-2022,31-10-2022,31-10-2024,284.0,Report+Attestation
82684.0,innovia gem GmbH,Audit,M5.0,Full,05-07-2022,31-07-2022,31-07-2024,707.0,Report+Attestation
84129.0,Gottwald Finanznavigator,Audit,M5.0,Compact,18-07-2022,30-09-2022,30-09-2024,232.0,Report+Attestation
84326.0,Capri HotelbetriebsGmbH & Co KG,Audit,M5.0,Full,20-07-2022,31-12-2022,31-12-2024,410.0,Report+Attestation
84899.0,myCB1 Group B.V.,Audit,M5.0,Full,27-07-2022,31-01-2023,31-01-2025,187.0,Report+Attestation
14981.0,"Thomas Mönius, Gemeinwohlberater",Audit,M5.0,Full,28-07-2022,31-10-2022,31-10-2024,547.0,Report+Attestation
85120.0,ensian Group GmbH,Audit,M5.0,Full,29-07-2022,31-12-2022,31-12-2024,610.0,Report+Attestation
85373.0,POLIFANT Stuttgart gGmbH,Audit,M5.0,Compact,03-08-2022,30-11-2022,30-11-2024,415.0,Report+Attestation
14809.0,Mobility Center GmbH,Audit,M5.0,Full,03-08-2022,31-01-2023,31-01-2025,479.0,Report+Attestation
14681.0,Peter Frank,Audit,M5.0,Full,07-08-2022,30-11-2022,30-11-2024,496.0,Report+Attestation
86947.0,Hara Do | Institut für Wachstum UG,Audit,M5.0,Compact,08-08-2022,30-09-2022,30-09-2024,336.0,Report+Attestation
87524.0,hansekonzept Dirk Rosenstock,Audit,M5.0,Compact,12-08-2022,30-11-2022,30-11-2024,342.0,Report+Attestation
88846.0,i+m Naturkosmetik Berlin GmbH,Audit,M5.0,Compact,25-08-2022,30-09-2023,30-09-2025,607.0,Report+Attestation
89051.0,Lafim-Diakonie a.V.,Audit,M5.0,Full,26-08-2022,30-11-2022,30-11-2024,330.0,Report+Attestation
90051.0,Christian Jensen Kolleg gemeinnützige GmbH Breklum,Audit,M5.0,Full,06-09-2022,31-07-2023,31-07-2025,589.0,Report+Attestation
91279.0,ESN Deutsche Tischtennis Technologie GmbH,Audit,M5.0,Full,15-09-2022,31-12-2022,31-12-2024,218.0,Report+Attestation
91324.0,TRESS Brüder (TRESS Lebensmittel GmbH & Co. KG & Tress Gastronomie GmbH & Co. KG),Audit,M5.0,Full,15-09-2022,31-03-2023,31-03-2025,445.0,Report+Attestation
14998.0,Forst Baden-Württemberg (ForstBW),Audit,M5.0,Full,16-09-2022,31-12-2022,31-12-2024,609.0,Report+Attestation
91596.0,Dr. Arthur Pelchen,Audit,M5.0,Compact,19-09-2022,28-02-2023,28-02-2025,534.0,Report+Attestation
91614.0,AMC Luxembourg,Audit,M5.0,Compact,20-09-2022,31-12-2022,31-12-2024,229.0,Report+Attestation
,Marketeasing,Audit,M5.0,Full,01-04-2013,01-04-2013,01-04-2015,,
,"Veritable, SL",Audit,M5.0,Full,01-04-2013,01-04-2013,01-04-2015,,
,USS,Audit,M5.0,Full,01-04-2017,01-04-2017,01-04-2019,,
,Mellowmove,Audit,M5.0,Full,01-04-2017,01-04-2017,01-04-2019,,
92467.0,Alive Surf,Audit,M5.0,Full,01-04-2017,01-04-2017,01-04-2019,446.0,
,Bornholm,Audit,M5.0,Full,01-04-2017,01-04-2017,01-04-2019,,
,Eticus Eticae,Audit,M5.0,Full,05-12-2013,05-12-2013,05-12-2015,,
,The Circular Project,Audit,M5.0,Full,07-10-2016,07-10-2016,07-10-2018,,
,Alter Consulta,Audit,M5.0,Full,10-06-2016,10-06-2016,10-06-2018,,
,Subbética Ecológica,Audit,M5.0,Full,10-12-2015,10-12-2015,10-12-2017,,
,Pauma,Audit,M5.0,Full,10-12-2015,10-12-2015,10-12-2017,,
,Fundació Institut Guttman,Audit,M5.0,Full,15-01-2018,15-01-2018,15-01-2020,,
,Institut Provençana,Audit,M5.0,Full,15-03-2021,15-03-2021,15-03-2023,,
92485.0,Zaragoza Vivienda,Audit,M5.0,Full,15-11-2016,15-11-2016,15-11-2018,673.0,
92487.0,LMC,Audit,M5.0,Full,16-06-2014,16-06-2014,16-06-2016,470.0,
92489.0,ArtMarketing SL,Audit,M5.0,Full,16-12-2013,16-12-2013,16-12-2015,625.0,
92491.0,Aloeysalud,Audit,M5.0,Full,20-01-2014,20-01-2014,20-01-2016,548.0,
92457.0,Animación y logística cultural S.L.U.,Audit,M5.0,Full,20-10-2018,20-10-2018,20-10-2020,348.0,
92495.0,Folgado,Audit,M5.0,Full,20-10-2020,20-10-2020,20-10-2022,547.0,
92497.0,Imanol Medrano de Azpeitia,Audit,M5.0,Full,21-02-2014,21-02-2014,21-02-2016,441.0,
92499.0,Fundación Horta Sud,Audit,M5.0,Full,21-03-2015,21-03-2015,21-03-2017,685.0,
92501.0,Delibera,Audit,M5.0,Full,22-07-2014,22-07-2014,22-07-2016,581.0,
92503.0,Biocosas,Audit,M5.0,Full,22-07-2014,22-07-2014,22-07-2016,399.0,
92505.0,Kaleidos,Audit,M5.0,Full,24-05-2016,24-05-2016,24-05-2018,612.0,
92507.0,Angaraveca,Audit,M5.0,Full,24-05-2016,24-05-2016,24-05-2018,840.0,
92489.0,ArtMarketing SL,Audit,M5.0,Full,25-05-2016,25-05-2016,25-05-2018,688.0,
92511.0,Can Cet,Audit,M5.0,Full,25-07-2014,25-07-2014,25-07-2016,624.0,
92513.0,Oceanográfica,Audit,M5.0,Full,30-08-2013,30-08-2013,30-08-2015,787.0,
92515.0,Limonium Canarias SL,Audit,M5.0,Full,30-09-2013,30-09-2013,30-09-2015,764.0,
92517.0,Ética patrimonios S.L.U.,Audit,M5.0,Full,30-10-2017,30-10-2017,30-10-2019,625.0,
92361.0,"Action Waterscape, S.L.",Audit,M5.0,Full,30-10-2017,30-10-2017,30-10-2019,491.0,
92513.0,Oceanográfica,Audit,M5.0,Full,30-10-2018,30-10-2018,30-10-2020,767.0,
92365.0,Grupo La Plana,Audit,M5.0,Full,31-12-2016,31-12-2016,31-12-2018,536.0,
92525.0,Centro de psicología y Coaching Valencia S.L.,Audit,M5.0,Full,31-12-2021,31-12-2021,31-12-2023,215.0,
14686.0,SozKom,Audit,M5.0,Full,28-09-2022,30-11-2022,30-11-2024,549.0,Report+Attestation
93101.0,sd vybrant GmbH,Audit,M5.0,Full,30-09-2022,28-02-2023,28-02-2025,300.0,Report+Attestation
93793.0,Vision11 GmbH,Audit,M5.0,Full,04-10-2022,31-12-2022,31-12-2024,100.0,Report+Attestation
93999.0,easyconsult GmbH,Audit,M5.0,Compact,06-10-2022,30-06-2023,30-06-2025,193.0,Report+Attestation
94595.0,Vivat Lingua! Sprachtrainingsprogramme GmbH,Audit,M5.0,Compact,14-10-2022,31-12-2022,31-12-2024,469.0,Report+Attestation
94655.0,subject:RESOUL AG,Audit,M5.0,Compact,14-10-2022,31-05-2023,31-05-2025,369.0,Report+Attestation
23715.0,Regensburg Tourismus GmbH (RTG),Audit,M5.0,Compact,26-10-2022,31-01-2023,31-01-2025,458.0,Report+Attestation
95454.0,Stadtmobil Südbaden AG,Audit,M5.0,Compact,28-10-2022,28-02-2023,28-02-2025,419.0,Report+Attestation
25050.0,visuellverstehen GmbH,Audit,M5.0,Full,08-11-2022,31-05-2023,31-05-2025,476.0,Report+Attestation
21623.0,Sparkasse Berchtesgadener Land,Audit,M5.0,Full,14-11-2022,28-02-2023,28-02-2025,517.0,Report+Attestation
14940.0,Moin Bio Backwaren GmbH,Audit,M5.0,Full,21-11-2022,31-01-2023,31-01-2025,642.0,Report+Attestation
98748.0,Hofmann & Drews GbR,Audit,M5.0,Compact,22-11-2022,31-08-2023,31-08-2025,294.0,Report+Attestation
98840.0,Destination Wattens Regionalentwicklung GmbH,Audit,M5.0,Compact,23-11-2022,31-03-2023,31-03-2025,403.0,Report+Attestation
98918.0,noventum consulting GmbH,Audit,M5.0,Full,24-11-2022,31-07-2023,31-07-2025,263.0,Report+Attestation
99165.0,Die Mitmachzentrale e.V.,Audit,M5.0,Full,27-11-2022,31-07-2023,31-07-2025,278.0,Report+Attestation
101888.0,DAS HELDEN ATELIER,Audit,M5.0,Compact,16-12-2022,28-02-2023,28-02-2025,272.0,Report+Attestation
102365.0,Vinzenz Service GmbH,Audit,M5.0,Full,22-12-2022,30-06-2023,30-06-2025,432.0,Report+Attestation
102421.0,Wirtschaftsförderung Münster GmbH,Audit,M5.0,Full,23-12-2022,31-10-2023,31-10-2025,233.0,Report+Attestation
102906.0,Datenschutzberatung Janthur GmbH,Audit,M5.0,Compact,29-12-2022,31-01-2023,31-01-2025,312.0,Report+Attestation
25379.0,Westerwald-Brauerei H.Schneider GmbH & Co.KG,Audit,M5.0,Full,30-12-2022,30-06-2023,30-06-2025,416.0,Report+Attestation
14962.0,Voelkel GmbH,Audit,M5.0,Full,04-01-2023,31-05-2023,31-05-2025,663.0,Report+Attestation
104216.0,Das Diakonische Werk der Evangelischen Landeskirche in Baden e.V.,Audit,M5.0,Compact,10-01-2023,31-05-2023,31-05-2025,554.0,Report+Attestation
104639.0,CrossmarX,Audit,M5.0,Compact,12-01-2023,31-03-2023,31-03-2025,432.0,Attestation
106276.0,The New School for Information Services,Audit,M5.0,Compact,23-01-2023,31-03-2023,31-03-2025,325.0,Report+Attestation
106552.0,step GbR,Audit,M5.0,Compact,27-01-2023,31-07-2023,31-07-2025,413.0,Attestation
106945.0,Stiftung Theologische Hochschule Reutlingen der Evangelisch-methodistischen Kirche,Audit,M5.0,Compact,30-01-2023,31-05-2023,31-05-2025,510.0,Report+Attestation
14711.0,Raiffeisenbank Lech am Arlberg eGen,Audit,M5.0,Full,13-02-2023,30-04-2023,30-04-2025,572.0,Report+Attestation
110257.0,Flipped Job Market,Audit,M5.0,Compact,16-02-2023,31-03-2023,31-03-2025,430.0,Report+Attestation
110308.0,Klaus Stuckert GmbH und Co. KG,Audit,M5.0,Compact,16-02-2023,31-10-2023,31-10-2025,281.0,Report+Attestation
111951.0,Beethoven-Haus Bonn,Audit,M5.0,Full,27-02-2023,31-05-2023,31-05-2025,370.0,Report+Attestation
112211.0,The Changer GmbH,Audit,M5.0,Compact,28-02-2023,31-10-2023,31-10-2025,404.0,Report+Attestation
113132.0,Allgemengwuel Agence,Audit,M5.0,Compact,06-03-2023,31-07-2023,31-07-2025,242.0,Report+Attestation
113857.0,Experts & Talents Center of HR Excellence GmbH,Audit,M5.0,Full,10-03-2023,31-07-2023,31-07-2025,257.0,Report+Attestation
14690.0,Trumer Privatbrauerei,Audit,M5.0,Compact,14-03-2023,30-06-2023,30-06-2025,375.0,Report+Attestation
115235.0,Bunte Burger GmbH,Audit,M5.0,Compact,15-03-2023,31-05-2023,31-05-2025,488.0,Report+Attestation
14708.0,Sonnentor Kräuterhandelsgesellschaft mbH,Audit,M5.0,Full,16-03-2023,31-07-2023,31-07-2025,746.0,Attestation
30343.0,Windkraft Simonsfeld AG,Audit,M5.0,Full,24-03-2023,30-04-2023,30-04-2025,632.0,Report+Attestation
118354.0,Caritasverband Köln,Audit,M5.0,Compact,30-03-2023,31-05-2023,31-05-2025,336.0,Report+Attestation
118474.0,base – homes for students GmbH,Audit,M5.0,Compact,31-03-2023,31-07-2023,31-07-2025,413.0,Report+Attestation
118513.0,KölnBäder GmbH,Audit,M5.0,Compact,31-03-2023,31-05-2023,31-05-2025,377.0,Report+Attestation
14714.0,elfgen pick gmbh & co. kg,Audit,M5.0,Full,04-04-2023,31-07-2023,31-07-2025,286.0,Report+Attestation
120252.0,Profilwerkstatt GmbH,Audit,M5.0,Compact,07-04-2023,30-11-2023,30-11-2025,223.0,Report+Attestation
119258.0,Holzmanufaktur Rottweil GmbH,Audit,M5.0,Full,17-04-2023,30-06-2023,30-06-2025,375.0,Attestation
